,Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
3033,MANHEIM,SILVER,False,6867,MEDIUM,CHRYSLER,6200,4,61320,1215,Covers
3034,MANHEIM,SILVER,False,7930,LARGE,GM,7600,3,77915,1974,Covers
3035,MANHEIM,GOLD,False,6468,COMPACT,FORD,5225,3,53525,920,Covers
3036,MANHEIM,BLACK,False,6095,MEDIUM,OTHER,6025,4,67852,533,Covers
3037,MANHEIM,BLUE,False,7421,LARGE,GM,7700,3,70105,1974,Covers
3038,MANHEIM,BLACK,False,7145,MEDIUM,CHRYSLER,7970,3,60291,1020,Covers
3039,MANHEIM,RED,False,5319,MEDIUM SUV,FORD,7515,6,83318,1243,Alloy
3040,MANHEIM,GREY,False,10028,MEDIUM SUV,CHRYSLER,10980,4,67081,1606,Alloy
3041,MANHEIM,RED,False,5576,MEDIUM,CHRYSLER,5370,3,60322,1215,Covers
3042,MANHEIM,GREEN,False,2028,VAN,FORD,3160,9,106838,2711,Covers
3043,MANHEIM,BLUE,False,3452,VAN,CHRYSLER,3910,5,105366,2090,Alloy
3044,MANHEIM,SILVER,True,2707,LARGE,CHRYSLER,4115,6,107747,2251,Covers
3045,MANHEIM,BLACK,False,7449,MEDIUM SUV,OTHER,9215,8,89438,894,Alloy
3046,MANHEIM,GOLD,False,3107,MEDIUM,OTHER,4460,5,62527,533,Covers
3047,MANHEIM,SILVER,False,8245,SMALL SUV,CHRYSLER,7935,3,67556,825,Alloy
3048,MANHEIM,BLACK,False,3420,COMPACT,FORD,4710,7,96001,1641,Alloy
3049,MANHEIM,BLACK,True,3131,MEDIUM,CHRYSLER,4810,8,92562,1930,Alloy
3050,MANHEIM,RED,False,10981,MEDIUM,OTHER,9550,3,73497,686,Covers
3051,MANHEIM,GOLD,False,7290,MEDIUM SUV,GM,9250,5,82415,2152,Alloy
3052,MANHEIM,BLUE,False,3413,COMPACT,CHRYSLER,3650,4,78305,686,Covers
3053,MANHEIM,BLUE,True,2763,MEDIUM,CHRYSLER,5040,7,69627,1515,Alloy
3054,MANHEIM,MAROON,False,7402,MEDIUM,FORD,7870,3,59960,671,Covers
3055,MANHEIM,SILVER,False,5048,COMPACT,GM,4140,4,78835,803,Covers
3056,MANHEIM,GREEN,False,1767,SMALL SUV,OTHER,3640,8,79417,1220,Alloy
3057,MANHEIM,GOLD,False,5566,LARGE,GM,6155,4,81616,2152,Alloy
3058,MANHEIM,SILVER,False,4530,VAN,CHRYSLER,4740,4,88475,1763,Covers
3059,MANHEIM,BLUE,False,4178,VAN,FORD,5355,5,85960,1633,Alloy
3060,MANHEIM,PURPLE,False,4399,MEDIUM,CHRYSLER,4540,4,60277,1215,Covers
3061,MANHEIM,BEIGE,False,7962,LARGE SUV,FORD,9480,5,90765,1197,unkwnWheel
3062,MANHEIM,WHITE,False,4203,MEDIUM,GM,3540,4,76586,1155,Covers
3063,MANHEIM,SILVER,False,2531,LARGE,GM,4440,6,73360,2274,Covers
3064,MANHEIM,GREEN,False,6854,MEDIUM SUV,GM,8670,5,71563,1974,Alloy
3065,MANHEIM,MAROON,False,10695,MEDIUM,FORD,8210,2,65638,728,Alloy
3066,MANHEIM,BLACK,False,3833,MEDIUM SUV,FORD,6655,6,70275,1455,Alloy
3067,MANHEIM,GREY,True,4102,LARGE,FORD,5455,8,82388,1153,Alloy
3068,MANHEIM,GREY,False,4730,MEDIUM,GM,4140,4,87697,853,Covers
3069,MANHEIM,BLUE,False,2533,MEDIUM,GM,4680,6,79468,1806,Covers
3070,MANHEIM,SILVER,False,2887,COMPACT,OTHER,4840,7,81383,1153,Covers
3071,MANHEIM,BLUE,False,9617,MEDIUM SUV,CHRYSLER,9215,3,68540,1215,Alloy
3072,MANHEIM,GREY,False,6030,LARGE TRUCK,GM,8870,6,89216,1543,Alloy
3073,MANHEIM,MAROON,False,6651,LARGE,GM,8010,3,71575,1974,Covers
3074,MANHEIM,SILVER,False,6401,MEDIUM,GM,8010,4,48601,764,Covers
3075,MANHEIM,BLACK,False,2973,MEDIUM,OTHER,5000,6,46990,623,Covers
3076,MANHEIM,GREEN,True,6646,SMALL SUV,OTHER,7095,4,74192,920,Alloy
3077,MANHEIM,WHITE,False,6857,LARGE,GM,7510,5,76285,1974,Alloy
3078,MANHEIM,BLUE,False,10772,LARGE TRUCK,CHRYSLER,9515,4,70063,920,Alloy
3079,MANHEIM,GREY,False,7810,LARGE,GM,8410,2,92634,2351,Alloy
3080,MANHEIM,GOLD,True,5795,MEDIUM SUV,OTHER,7570,6,71967,1740,Alloy
3081,MANHEIM,BLACK,True,5466,MEDIUM,GM,5155,4,63725,728,Covers
3082,MANHEIM,WHITE,True,2091,MEDIUM,GM,5555,6,54482,1169,Alloy
3083,MANHEIM,BROWN,False,6515,LARGE,GM,7710,4,89685,2152,Covers
3084,MANHEIM,GREY,True,8420,MEDIUM SUV,CHRYSLER,10980,5,70914,1623,Alloy
3085,MANHEIM,RED,False,3040,MEDIUM,CHRYSLER,5755,6,68658,1020,Alloy
3086,MANHEIM,GREY,True,2798,MEDIUM,CHRYSLER,4640,9,86935,1803,Alloy
3087,MANHEIM,BLACK,False,5292,MEDIUM,OTHER,5155,3,54598,505,Covers
3088,MANHEIM,GREY,False,7350,LARGE,GM,8510,4,83370,2152,Alloy
3089,MANHEIM,GREEN,False,4372,VAN,CHRYSLER,5555,7,87157,2063,Covers
3090,MANHEIM,SILVER,False,6981,MEDIUM SUV,OTHER,8410,5,63138,1508,Alloy
3091,MANHEIM,GREY,True,3043,MEDIUM,CHRYSLER,5255,6,76894,1155,Covers
3092,MANHEIM,BLUE,False,7898,SMALL SUV,OTHER,7700,4,55639,754,Alloy
3093,MANHEIM,SILVER,False,3988,MEDIUM SUV,GM,6355,6,88592,1763,Covers
3094,MANHEIM,GREEN,False,6603,MEDIUM,GM,7055,4,77470,1272,Alloy
3095,MANHEIM,BLACK,False,7210,MEDIUM,CHRYSLER,8310,3,77163,1272,Covers
3096,MANHEIM,WHITE,False,5998,MEDIUM,OTHER,8375,5,86886,723,Covers
3097,MANHEIM,BEIGE,False,6838,MEDIUM SUV,CHRYSLER,9185,6,84772,1503,Alloy
3098,MANHEIM,BLACK,False,7818,LARGE,GM,7910,3,82900,2152,Covers
3099,MANHEIM,GREY,False,3349,COMPACT,CHRYSLER,4545,5,80088,723,Alloy
3100,MANHEIM,SILVER,False,7678,MEDIUM SUV,CHRYSLER,9885,5,76346,1740,Covers
3101,MANHEIM,WHITE,False,2734,MEDIUM,GM,5360,7,79458,2508,Alloy
3102,MANHEIM,SILVER,False,5101,MEDIUM,GM,6460,6,69584,1118,Alloy
3103,MANHEIM,BLACK,False,8186,LARGE,GM,8075,3,73891,1974,Covers
3104,MANHEIM,WHITE,True,4121,VAN,FORD,5195,6,78550,1506,Covers
3105,MANHEIM,GREY,False,3143,MEDIUM,FORD,3195,7,81640,1283,unkwnWheel
3106,MANHEIM,BLACK,False,8022,LARGE TRUCK,CHRYSLER,10915,6,76559,920,Alloy
3107,MANHEIM,BLUE,True,2922,MEDIUM,GM,5260,7,71823,2274,unkwnWheel
3108,MANHEIM,SILVER,False,2483,MEDIUM,FORD,4945,9,64550,1125,Alloy
3109,MANHEIM,MAROON,False,7666,LARGE TRUCK,FORD,8675,4,94104,620,Covers
3110,MANHEIM,BEIGE,True,2248,COMPACT,OTHER,3445,8,89710,1153,Alloy
3111,MANHEIM,GOLD,False,3433,LARGE,GM,4645,6,71240,1974,Covers
3112,MANHEIM,GOLD,False,7479,MEDIUM,GM,6660,3,84617,853,Alloy
3113,MANHEIM,BLACK,False,5604,MEDIUM,OTHER,9010,5,51791,588,Covers
3114,MANHEIM,GREY,False,6032,LARGE,FORD,8210,4,77767,1506,Alloy
3115,MANHEIM,BEIGE,False,6831,LARGE SUV,GM,10385,7,92968,2218,Alloy
3116,MANHEIM,GREY,False,4703,MEDIUM,CHRYSLER,5795,4,87440,1243,Covers
3117,MANHEIM,GOLD,False,6533,LARGE,GM,7775,5,82999,2412,Alloy
3118,MANHEIM,BLACK,False,2645,MEDIUM,FORD,3745,7,93618,1353,Alloy
3119,MANHEIM,RED,False,3221,COMPACT,GM,5160,4,81710,853,Covers
3120,MANHEIM,RED,False,5392,LARGE,FORD,6360,5,81915,1633,Alloy
3121,MANHEIM,WHITE,False,9699,MEDIUM,GM,9215,2,73751,1038,Covers
3122,MANHEIM,MAROON,False,10817,MEDIUM SUV,CHRYSLER,9195,4,80569,2022,Alloy
3123,MANHEIM,SILVER,False,7532,LARGE,GM,8410,3,88001,2152,Covers
3124,MANHEIM,SILVER,False,6048,MEDIUM,CHRYSLER,5500,3,92597,1630,Alloy
3125,MANHEIM,MAROON,False,4585,MEDIUM,CHRYSLER,5970,4,82389,1503,Alloy
3126,MANHEIM,BLACK,False,8083,LARGE,GM,7585,3,67927,1703,Alloy
3127,MANHEIM,BLACK,False,2752,COMPACT,CHRYSLER,4550,5,71064,686,Alloy
3128,MANHEIM,RED,True,6970,SMALL SUV,CHRYSLER,8200,5,92120,1053,Alloy
3129,MANHEIM,RED,True,2554,MEDIUM SUV,CHRYSLER,4380,9,108533,2070,Alloy
3130,MANHEIM,GOLD,False,2140,MEDIUM,FORD,3650,9,100857,1430,Alloy
3131,MANHEIM,BLACK,False,6814,LARGE,GM,8285,3,78733,1974,Covers
3132,MANHEIM,BLUE,False,3064,MEDIUM,FORD,4350,8,107106,1430,Alloy
3133,MANHEIM,WHITE,False,7642,VAN,GM,7610,2,72865,2091,Alloy
3134,MANHEIM,BLUE,False,6592,LARGE,GM,8210,4,75567,1974,Alloy
3135,MANHEIM,GOLD,False,2697,COMPACT,GM,4250,7,72644,1455,Covers
3136,MANHEIM,MAROON,False,2718,LARGE,GM,4450,7,98109,2651,Alloy
3137,MANHEIM,WHITE,False,8184,LARGE TRUCK,GM,7710,3,98396,1341,Alloy
3138,MANHEIM,SILVER,False,5354,COMPACT,GM,6170,3,73162,803,Covers
3139,MANHEIM,GREEN,True,2488,VAN,FORD,6070,6,86221,1633,Covers
3140,MANHEIM,SILVER,True,2389,MEDIUM,FORD,5670,8,64375,1125,Alloy
3141,MANHEIM,GREY,False,7829,LARGE,GM,8410,2,83821,2152,Covers
3142,MANHEIM,SILVER,True,8141,MEDIUM SUV,CHRYSLER,9750,5,89608,1893,Alloy
3143,MANHEIM,GREY,False,10165,LARGE TRUCK,CHRYSLER,10500,5,81114,983,Alloy
3144,MANHEIM,RED,False,6873,MEDIUM,OTHER,6370,3,74626,803,Covers
3145,MANHEIM,RED,True,4211,MEDIUM,GM,4195,5,75269,803,Covers
3146,MANHEIM,RED,True,4939,MEDIUM SUV,FORD,7635,7,83162,1543,Alloy
3147,MANHEIM,MAROON,False,4288,LARGE,GM,6020,6,78163,1974,Alloy
3148,MANHEIM,GREY,False,8897,MEDIUM SUV,OTHER,7170,4,81707,1893,Alloy
3149,MANHEIM,BLUE,False,4227,MEDIUM,CHRYSLER,5570,4,61815,1020,Covers
3150,MANHEIM,SILVER,False,4518,COMPACT,FORD,6080,4,78710,1155,Alloy
3151,MANHEIM,WHITE,True,8645,LARGE SUV,FORD,10960,7,91195,1930,Alloy
3152,MANHEIM,GREEN,False,10544,MEDIUM,OTHER,9510,3,82311,723,Covers
3153,MANHEIM,GOLD,False,4732,MEDIUM,GM,5430,5,81629,1373,Alloy
3154,MANHEIM,SILVER,False,3800,COMPACT,GM,5630,5,40768,834,Alloy
3155,MANHEIM,WHITE,False,9063,SMALL SUV,CHRYSLER,7495,3,87720,983,Alloy
3156,MANHEIM,BLUE,False,6517,VAN,CHRYSLER,6830,4,81567,1763,Covers
3157,MANHEIM,GOLD,False,3436,MEDIUM,GM,3695,6,98929,909,Alloy
3158,MANHEIM,WHITE,False,4346,VAN,CHRYSLER,6330,7,75786,1923,Alloy
3159,MANHEIM,BLACK,False,6372,LARGE,GM,7295,4,82865,2152,Covers
3160,MANHEIM,BLUE,False,7111,MEDIUM SUV,OTHER,7445,8,84068,894,Alloy
3161,MANHEIM,SILVER,False,6406,VAN,CHRYSLER,7745,4,60223,1411,Covers
3162,MANHEIM,WHITE,False,5792,MEDIUM SUV,FORD,7795,6,67800,1020,Alloy
3163,MANHEIM,SILVER,True,3511,COMPACT,OTHER,4555,7,90373,920,Alloy
3164,MANHEIM,WHITE,False,2971,MEDIUM,GM,4495,7,86110,1153,Alloy
3165,MANHEIM,GREY,False,5834,COMPACT,FORD,5930,3,56935,920,Covers
3166,MANHEIM,BEIGE,False,8439,CROSSOVER,FORD,7995,3,85221,1633,Alloy
3167,MANHEIM,BEIGE,False,2694,COMPACT,OTHER,4695,6,87040,594,Covers
3168,MANHEIM,BLUE,False,7206,LARGE,GM,8195,3,75706,1974,Alloy
3169,MANHEIM,WHITE,True,6214,MEDIUM SUV,GM,8795,5,75543,1389,Alloy
3170,MANHEIM,BLACK,True,5606,LARGE,GM,7445,4,73643,1974,Alloy
3171,MANHEIM,WHITE,False,2804,MEDIUM,FORD,4195,7,60641,1125,Alloy
3172,MANHEIM,RED,False,8046,MEDIUM,GM,7795,3,75396,803,Alloy
3173,MANHEIM,GREEN,False,2756,MEDIUM,GM,4395,7,106282,3191,Alloy
3174,MANHEIM,BLACK,False,5048,SMALL SUV,CHRYSLER,7180,6,81454,723,Alloy
3175,MANHEIM,GREY,False,6927,COMPACT,FORD,5155,3,80996,1243,Covers
3176,MANHEIM,SILVER,False,7532,LARGE,GM,7945,3,85302,2152,Covers
3177,MANHEIM,BLUE,True,5028,MEDIUM SUV,OTHER,6500,6,86438,1893,Alloy
3178,MANHEIM,GOLD,False,4013,LARGE,GM,5330,5,84367,2152,Covers
3179,MANHEIM,WHITE,False,3157,MEDIUM,GM,5155,5,92112,1774,Covers
3180,OTHER,BLACK,False,9630,MEDIUM,GM,8737,2,63954,1118,Covers
3181,OTHER,GOLD,False,7940,MEDIUM SUV,CHRYSLER,10293,6,82920,1763,Alloy
3182,OTHER,RED,False,3295,COMPACT,CHRYSLER,5505,5,40466,553,Covers
3183,OTHER,RED,False,3532,SPORTS,OTHER,7216,9,81391,1413,Alloy
3184,OTHER,GREY,False,5799,MEDIUM,OTHER,7716,5,87392,723,Alloy
3185,OTHER,SILVER,True,7450,MEDIUM,OTHER,7616,4,75075,1506,unkwnWheel
3186,OTHER,GREEN,False,8233,MEDIUM SUV,GM,8816,5,83723,1633,Alloy
3187,OTHER,SILVER,False,3132,MEDIUM,GM,5227,6,48022,623,Covers
3188,OTHER,BLUE,False,8358,SPORTS,FORD,9116,5,65956,728,Alloy
3189,OTHER,BLACK,False,6901,MEDIUM,GM,6800,3,74241,1038,Covers
3190,OTHER,SILVER,False,7283,VAN,GM,7600,3,78202,2091,Covers
3191,OTHER,BLACK,False,6454,LARGE,FORD,7268,5,86595,1633,Alloy
3192,OTHER,BLACK,False,9328,LARGE SUV,GM,10957,7,97220,2218,Alloy
3193,OTHER,WHITE,False,5248,LARGE TRUCK,FORD,9283,5,75537,803,Covers
3194,OTHER,GREY,False,7341,MEDIUM,CHRYSLER,7500,2,66834,1118,Covers
3195,OTHER,BLUE,False,6867,MEDIUM,CHRYSLER,6000,4,55474,1086,Covers
3196,OTHER,RED,False,5751,VAN,GM,7400,5,78933,2091,Covers
3197,OTHER,SILVER,False,6062,MEDIUM,CHRYSLER,7271,3,66666,825,Covers
3198,OTHER,SILVER,True,7250,LARGE TRUCK,GM,10592,4,79424,1272,Covers
3199,OTHER,BLACK,False,3594,LARGE TRUCK,FORD,6867,6,58509,505,Alloy
3200,OTHER,BLACK,False,5268,COMPACT,OTHER,5726,4,82821,594,Covers
3201,OTHER,GREY,False,7974,LARGE,GM,7900,3,74130,1974,Covers
3202,OTHER,GOLD,False,3590,MEDIUM,GM,5800,5,37354,941,Alloy
3203,OTHER,BLUE,False,5285,VAN,CHRYSLER,5800,4,60088,1411,Covers
3204,OTHER,MAROON,False,5991,MEDIUM,FORD,4800,3,73864,920,Alloy
3205,OTHER,GREY,False,10695,MEDIUM SUV,GM,7500,2,66988,1215,Alloy
3206,OTHER,BLUE,False,5209,VAN,CHRYSLER,4100,4,95452,1918,Covers
3207,OTHER,WHITE,False,4593,SPORTS,OTHER,5400,8,74171,1338,Alloy
3208,OTHER,WHITE,False,3094,LARGE,CHRYSLER,5200,6,81471,2193,Alloy
3209,OTHER,SILVER,False,7480,LARGE,GM,7000,2,83317,2152,Covers
3210,OTHER,GREY,False,6728,CROSSOVER,CHRYSLER,9200,5,45103,975,Alloy
3211,OTHER,GREY,False,3162,COMPACT,OTHER,3700,4,70188,569,Covers
3212,OTHER,GREY,False,6527,LARGE,FORD,6900,3,75180,1506,Alloy
3213,OTHER,BLUE,False,2506,CROSSOVER,FORD,8600,4,55703,1169,Alloy
3214,OTHER,SILVER,False,8918,MEDIUM SUV,GM,7100,3,83422,1633,Covers
3215,OTHER,MAROON,False,4837,MEDIUM,OTHER,8800,6,71507,1806,Alloy
3216,OTHER,GREY,False,6266,LARGE,FORD,6900,3,76765,1506,Alloy
3217,OTHER,GREY,False,8842,VAN,CHRYSLER,6700,2,72318,1623,Covers
3218,OTHER,BLUE,False,6544,VAN,CHRYSLER,6500,3,61498,1411,Covers
3219,OTHER,GOLD,False,6892,LARGE,GM,6300,3,74303,1974,Alloy
3220,OTHER,BLUE,False,6919,MEDIUM,CHRYSLER,7400,2,81277,1373,Covers
3221,OTHER,BLUE,False,6544,VAN,CHRYSLER,5700,3,71283,1623,Covers
3222,OTHER,GREY,True,3468,MEDIUM,GM,4400,4,79462,1506,Covers
3223,OTHER,MAROON,False,7644,LARGE,GM,7800,2,75920,1974,Alloy
3224,OTHER,GREEN,True,4041,VAN,FORD,5000,5,88542,1633,unkwnWheel
3225,OTHER,WHITE,False,8093,MEDIUM SUV,GM,7900,4,86846,1243,Alloy
3226,OTHER,BLACK,False,5779,MEDIUM,OTHER,5300,2,51977,505,Covers
3227,OTHER,SILVER,False,10788,MEDIUM SUV,GM,8200,3,78997,1506,Alloy
3228,OTHER,BLUE,False,13726,MEDIUM SUV,CHRYSLER,10600,1,71293,686,Alloy
3229,OTHER,BLUE,False,9259,SPECIALTY,CHRYSLER,9400,3,58135,1086,Covers
3230,OTHER,SILVER,False,7129,LARGE,GM,6900,3,71728,1974,Alloy
3231,OTHER,GREY,False,4463,MEDIUM SUV,CHRYSLER,5500,6,86855,1803,Alloy
3232,OTHER,WHITE,False,8751,MEDIUM,OTHER,8200,3,79527,686,Covers
3233,OTHER,RED,False,2558,COMPACT,FORD,4000,7,81045,1543,Alloy
3234,OTHER,SILVER,False,7705,MEDIUM SUV,OTHER,8100,4,79299,1974,Alloy
3235,OTHER,GREY,False,10057,SPECIALTY,CHRYSLER,9100,3,69809,1215,Covers
3236,OTHER,SILVER,False,2918,MEDIUM,GM,4950,7,86050,2452,Covers
3237,OTHER,SILVER,True,2858,MEDIUM,CHRYSLER,5000,5,76180,1389,Alloy
3238,OTHER,GREY,False,4113,MEDIUM SUV,CHRYSLER,6200,6,73442,1689,Alloy
3239,OTHER,MAROON,False,4850,VAN,CHRYSLER,6700,6,73505,1923,Alloy
3240,OTHER,MAROON,True,3201,LARGE,GM,4250,6,95846,2651,unkwnWheel
3241,OTHER,BLUE,False,3230,COMPACT,GM,4200,4,75701,803,Covers
3242,OTHER,BLACK,False,11215,SPECIALTY,CHRYSLER,9700,2,62239,1215,Covers
3243,OTHER,BLACK,True,5569,MEDIUM,CHRYSLER,6000,3,45333,975,unkwnWheel
3244,OTHER,BLUE,False,4965,MEDIUM,OTHER,5700,2,51003,505,Covers
3245,OTHER,BLUE,True,0,MEDIUM,OTHER,4300,4,76898,803,unkwnWheel
3246,OTHER,RED,False,7148,LARGE,GM,6900,2,81452,2152,Covers
3247,OTHER,SILVER,False,7057,LARGE,GM,6700,3,78658,1974,Alloy
3248,OTHER,WHITE,True,3450,LARGE,GM,6500,5,78806,1974,unkwnWheel
3249,OTHER,BEIGE,True,4527,MEDIUM,CHRYSLER,4900,3,78419,1155,unkwnWheel
3250,OTHER,GREY,False,9150,SPECIALTY,CHRYSLER,9900,2,80420,2022,Alloy
3251,OTHER,BLACK,False,4081,MEDIUM,CHRYSLER,5100,4,61043,1215,Covers
3252,OTHER,RED,False,4419,MEDIUM,OTHER,6700,6,73797,1806,Alloy
3253,OTHER,WHITE,False,2516,MEDIUM,CHRYSLER,4900,7,75112,1689,Covers
3254,OTHER,MAROON,False,4239,MEDIUM,CHRYSLER,5100,3,70948,1389,Alloy
3255,OTHER,GOLD,False,8270,LARGE,GM,7900,2,78117,1974,Alloy
3256,OTHER,BLACK,True,2118,MEDIUM,GM,4100,8,92078,2939,unkwnWheel
3257,OTHER,SILVER,False,5483,MEDIUM,CHRYSLER,6200,3,45946,975,Covers
3258,OTHER,WHITE,False,4248,COMPACT,GM,4900,4,88867,853,Covers
3259,OTHER,WHITE,True,5360,MEDIUM SUV,CHRYSLER,6500,6,83788,2063,unkwnWheel
3260,OTHER,WHITE,False,2981,MEDIUM,FORD,5000,6,70412,1220,Alloy
3261,OTHER,BLACK,False,6016,LARGE,FORD,7600,3,74017,1506,unkwnWheel
3262,OTHER,SILVER,False,3279,MEDIUM,CHRYSLER,5400,4,43981,834,Covers
3263,OTHER,MAROON,False,8076,LARGE SUV,FORD,10700,4,63476,923,unkwnWheel
3264,OTHER,MAROON,False,3424,MEDIUM,OTHER,4400,3,54626,505,Covers
3265,OTHER,WHITE,False,2805,MEDIUM,CHRYSLER,5200,5,87381,1373,Alloy
3266,OTHER,GREY,False,6130,LARGE,FORD,5900,3,93157,1774,Alloy
3267,OTHER,GREEN,False,9045,LARGE,FORD,7600,2,87279,1633,Alloy
3268,OTHER,WHITE,False,3944,LARGE,GM,6500,4,62755,1703,Covers
3269,OTHER,SILVER,False,4707,MEDIUM,CHRYSLER,5400,3,85910,1243,Alloy
3270,OTHER,GREY,False,4809,COMPACT,FORD,4800,3,75273,1155,Covers
3271,OTHER,OTHER,False,1966,COMPACT,GM,3600,8,78791,1923,unkwnWheel
3272,OTHER,GOLD,False,3837,MEDIUM,OTHER,3300,3,81406,594,unkwnWheel
3273,OTHER,OTHER,False,4900,VAN,CHRYSLER,5900,4,81309,1763,unkwnWheel
3274,MANHEIM,SILVER,False,4706,MEDIUM,CHRYSLER,4850,4,92487,1341,Alloy
3275,MANHEIM,SILVER,False,5569,MEDIUM,CHRYSLER,4200,4,71559,1389,Covers
3276,MANHEIM,BLUE,False,5480,MEDIUM,CHRYSLER,4200,3,74181,1389,Covers
3277,MANHEIM,BLUE,False,5480,MEDIUM,CHRYSLER,5900,3,48559,975,Covers
3278,MANHEIM,WHITE,False,6311,MEDIUM,GM,6100,3,65477,923,Alloy
3279,MANHEIM,GOLD,False,3486,MEDIUM,GM,5400,5,32426,762,Covers
3280,MANHEIM,WHITE,True,5569,MEDIUM,CHRYSLER,5800,4,46542,975,Covers
3281,MANHEIM,SILVER,False,6311,MEDIUM,GM,6600,3,65529,923,Alloy
3282,MANHEIM,BLUE,False,5480,MEDIUM,CHRYSLER,5600,3,51109,1086,Covers
3283,MANHEIM,SILVER,True,4427,SPORTS,OTHER,5200,6,76974,1338,Alloy
3284,MANHEIM,SILVER,False,5761,COMPACT,FORD,4900,3,79653,1155,Alloy
3285,MANHEIM,SILVER,False,7196,MEDIUM,GM,6200,2,78674,1038,Alloy
3286,MANHEIM,PURPLE,False,5137,COMPACT,GM,5900,3,51838,671,Covers
3287,MANHEIM,MAROON,False,4441,COMPACT,FORD,5000,3,64721,1020,Covers
3288,MANHEIM,BEIGE,False,2677,VAN,FORD,3400,6,89437,2322,Covers
3289,MANHEIM,GREY,False,4728,VAN,FORD,5000,5,80653,1633,Alloy
3290,MANHEIM,GOLD,False,5515,VAN,CHRYSLER,6350,3,59092,1251,Covers
3291,MANHEIM,RED,False,8391,LARGE SUV,FORD,10900,5,75817,1038,Alloy
3292,MANHEIM,WHITE,False,6645,LARGE TRUCK,GM,11100,7,74650,1572,Alloy
3293,MANHEIM,SILVER,False,8382,SMALL SUV,OTHER,7400,5,81105,723,Covers
3294,MANHEIM,BLUE,False,2577,COMPACT,CHRYSLER,4800,6,58233,588,Alloy
3295,MANHEIM,WHITE,False,7290,VAN,CHRYSLER,7300,3,88184,1763,Covers
3296,MANHEIM,BLACK,False,2836,COMPACT,CHRYSLER,5400,6,46604,553,Alloy
3297,MANHEIM,SILVER,True,4580,MEDIUM SUV,GM,6500,6,76750,1623,Covers
