,Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
6067,MANHEIM,BLACK,False,7981,LARGE,FORD,7790,3,80053,1633,Alloy
6068,MANHEIM,RED,False,10815,SPECIALTY,CHRYSLER,9705,3,79152,1389,Covers
6069,MANHEIM,SILVER,False,7783,MEDIUM,CHRYSLER,7550,3,78416,1155,Alloy
6070,MANHEIM,BLUE,False,8408,LARGE,GM,7890,3,69857,1703,Alloy
6071,MANHEIM,WHITE,True,9699,CROSSOVER,CHRYSLER,8290,3,79177,1389,Covers
6072,MANHEIM,BLUE,False,8962,MEDIUM,CHRYSLER,7890,3,45323,905,Alloy
6073,MANHEIM,SILVER,False,6276,MEDIUM,CHRYSLER,5575,4,76481,1272,Alloy
6074,MANHEIM,BLUE,False,4109,LARGE,GM,5830,7,80362,2712,Alloy
6075,MANHEIM,GREY,False,9762,MEDIUM,GM,7075,2,88864,1373,Covers
6076,MANHEIM,BLUE,False,7540,MEDIUM,CHRYSLER,7075,3,71939,1155,Covers
6077,MANHEIM,BLUE,False,8018,MEDIUM,CHRYSLER,8190,2,45862,834,Covers
6078,MANHEIM,SILVER,True,2764,COMPACT,GM,4295,5,78674,1155,Covers
6079,MANHEIM,MAROON,False,7110,MEDIUM,OTHER,5375,4,81837,853,Alloy
6080,MANHEIM,SILVER,False,8018,CROSSOVER,CHRYSLER,8890,4,69839,1215,Alloy
6081,MANHEIM,SILVER,False,5991,LARGE,GM,6830,4,73810,1974,Alloy
6082,MANHEIM,GOLD,False,6272,LARGE,GM,7550,4,84258,2152,Alloy
6083,MANHEIM,SILVER,False,9932,COMPACT,OTHER,7790,2,43270,482,Covers
6084,MANHEIM,SILVER,False,7789,MEDIUM,CHRYSLER,6275,3,86378,983,Alloy
6085,MANHEIM,SILVER,False,2371,COMPACT,CHRYSLER,4705,7,64716,930,Alloy
6086,MANHEIM,BLUE,False,7829,LARGE,GM,6975,2,93052,2351,Covers
6087,MANHEIM,SILVER,False,5874,SMALL SUV,CHRYSLER,8250,6,75642,920,Covers
6088,MANHEIM,BLACK,False,7936,LARGE,GM,7890,3,70139,1974,Alloy
6089,MANHEIM,SILVER,False,5662,VAN,CHRYSLER,7550,5,87439,1763,Alloy
6090,MANHEIM,RED,False,7844,LARGE,GM,7075,3,70565,1974,Alloy
6091,MANHEIM,SILVER,False,10926,MEDIUM,FORD,8890,2,64513,1118,Alloy
6092,MANHEIM,BLACK,True,1695,COMPACT,OTHER,2590,7,73079,869,Covers
6093,MANHEIM,MAROON,False,3842,MEDIUM,FORD,5930,6,88068,983,Alloy
6094,MANHEIM,GOLD,False,2444,MEDIUM,FORD,4005,9,83888,1283,Alloy
6095,MANHEIM,SILVER,False,2918,MEDIUM,GM,4305,8,86208,2452,Covers
6096,MANHEIM,SILVER,False,5959,VAN,CHRYSLER,7650,4,73763,1623,Covers
6097,MANHEIM,BLUE,False,6775,MEDIUM SUV,GM,8650,5,81275,2152,Alloy
6098,MANHEIM,MAROON,False,5554,MEDIUM,FORD,5930,3,58554,754,Covers
6099,MANHEIM,GREY,False,3349,MEDIUM,FORD,4805,7,76934,1220,Alloy
6100,MANHEIM,WHITE,False,3572,MEDIUM,GM,4975,5,86339,2412,Alloy
6101,MANHEIM,BLACK,False,7831,LARGE TRUCK,CHRYSLER,10490,5,48403,693,Alloy
6102,MANHEIM,GREY,False,0,MEDIUM SUV,CHRYSLER,6290,6,73634,1923,Alloy
6103,MANHEIM,SILVER,False,10934,SPECIALTY,CHRYSLER,9615,2,87532,1503,Covers
6104,MANHEIM,WHITE,False,9079,MEDIUM SUV,GM,8975,4,72285,1506,Alloy
6105,MANHEIM,WHITE,False,3041,MEDIUM,FORD,3340,6,86357,1283,Alloy
6106,MANHEIM,SILVER,False,7222,LARGE,GM,7005,3,74941,1974,Covers
6107,MANHEIM,RED,False,3283,MEDIUM,FORD,5550,7,63210,1125,Alloy
6108,OTHER,WHITE,True,2417,VAN,CHRYSLER,6500,2,80859,1763,Covers
6109,OTHER,SILVER,True,8094,LARGE,GM,7000,3,62015,1313,Alloy
6110,OTHER,BLUE,False,5762,VAN,FORD,6300,3,80491,1633,Covers
6111,OTHER,BLACK,False,6436,MEDIUM,GM,6500,3,62303,1118,Covers
6112,OTHER,GREY,False,9372,LARGE,FORD,7500,2,65934,1411,Alloy
6113,OTHER,SILVER,False,6858,LARGE,GM,8000,3,50630,1500,Covers
6114,OTHER,SILVER,False,7644,LARGE,GM,7500,2,74771,1974,Covers
6115,OTHER,SILVER,False,10920,SPECIALTY,CHRYSLER,9300,2,74510,1389,Covers
6116,OTHER,BLUE,False,10397,SPECIALTY,CHRYSLER,9300,2,80793,1503,Covers
6117,OTHER,BLUE,False,4573,LARGE,GM,6000,4,53981,1500,Covers
6118,OTHER,NOT AVAIL,False,6777,LARGE,GM,6800,3,81970,2152,Alloy
6119,OTHER,OTHER,True,3606,COMPACT,OTHER,6000,5,57239,505,unkwnWheel
6120,OTHER,BLACK,False,7320,LARGE,GM,7800,2,75530,1974,Covers
6121,OTHER,SILVER,False,5703,VAN,FORD,4000,3,91851,1774,Covers
6122,OTHER,WHITE,False,15113,LARGE TRUCK,FORD,8800,3,93011,909,Alloy
6123,OTHER,SILVER,False,9034,LARGE,GM,8000,2,68366,1703,Alloy
6124,OTHER,GOLD,False,8356,VAN,GM,7700,2,69556,1801,Covers
6125,OTHER,SILVER,False,10686,MEDIUM,GM,9200,1,74202,1038,Covers
6126,OTHER,SILVER,False,6723,SPECIALTY,CHRYSLER,8700,3,56335,1086,Covers
6127,OTHER,BLUE,False,10751,MEDIUM,GM,9500,1,61139,923,Covers
6128,OTHER,BLACK,False,7380,SPECIALTY,CHRYSLER,9500,3,61133,1215,Covers
6129,OTHER,BLUE,False,7515,SMALL SUV,FORD,7300,4,77772,1389,Alloy
6130,OTHER,RED,True,9015,SMALL SUV,FORD,8300,3,83165,1503,Alloy
6131,OTHER,SILVER,False,10182,LARGE,GM,8000,3,56874,1500,Alloy
6132,OTHER,BLACK,False,8201,LARGE,GM,7500,3,79319,1974,Alloy
6133,OTHER,BLUE,False,8051,LARGE,GM,6000,3,99184,2351,Covers
6134,OTHER,SILVER,False,9034,LARGE,GM,8000,3,64850,1703,Alloy
6135,OTHER,WHITE,False,8209,SPECIALTY,CHRYSLER,9000,3,51236,1086,Covers
6136,OTHER,OTHER,False,8624,VAN,CHRYSLER,6800,3,80568,1763,Alloy
6137,OTHER,BLACK,False,10201,LARGE,GM,8000,2,68563,1703,Alloy
6138,OTHER,SILVER,False,10860,MEDIUM SUV,GM,9000,4,78179,1506,Alloy
6139,OTHER,BEIGE,False,4343,MEDIUM,FORD,5500,5,73292,920,Alloy
6140,OTHER,WHITE,False,3651,COMPACT,FORD,5500,5,89506,1243,Covers
6141,OTHER,BLACK,False,7399,VAN,CHRYSLER,7500,3,74388,1623,Covers
6142,OTHER,BLACK,False,6985,MEDIUM,FORD,8000,4,84034,853,Covers
6143,OTHER,BLUE,False,9021,LARGE,GM,8500,2,81270,2152,Alloy
6144,OTHER,WHITE,False,7386,COMPACT,GM,6800,2,69199,728,Covers
6145,OTHER,BLACK,False,12634,MEDIUM,FORD,9000,2,76712,803,Alloy
6146,OTHER,OTHER,False,7727,LARGE,GM,8500,3,67856,1703,Alloy
6147,OTHER,BLUE,False,8338,LARGE,GM,7500,2,90168,2351,Covers
6148,OTHER,SILVER,False,4866,MEDIUM,FORD,6000,3,74969,920,Covers
6149,OTHER,SILVER,False,10351,SPECIALTY,CHRYSLER,10500,2,71448,1389,Covers
6150,OTHER,WHITE,False,10548,MEDIUM,FORD,8500,3,79992,1272,Alloy
6151,OTHER,SILVER,False,6423,MEDIUM SUV,FORD,8535,5,56250,1334,Alloy
6152,OTHER,BEIGE,False,7495,LARGE,GM,7275,3,83181,2152,Alloy
6153,OTHER,GREY,False,4324,VAN,CHRYSLER,4595,6,78744,1923,Alloy
6154,OTHER,GOLD,False,2749,MEDIUM,FORD,3785,6,84652,1283,Alloy
6155,OTHER,GOLD,False,2830,MEDIUM,FORD,4195,7,88293,1283,Alloy
6156,OTHER,GOLD,False,5080,VAN,CHRYSLER,5855,6,89283,2063,Alloy
6157,OTHER,BLUE,True,3072,MEDIUM,GM,4795,7,74632,2508,Alloy
6158,OTHER,WHITE,False,3896,VAN,GM,4995,5,74636,4622,Alloy
6159,OTHER,BLUE,False,4626,MEDIUM SUV,CHRYSLER,6005,6,68861,1515,Alloy
6160,OTHER,MAROON,False,5276,MEDIUM,OTHER,6515,3,72163,803,Alloy
6161,OTHER,WHITE,False,7644,LARGE,GM,7925,2,79714,1974,Covers
6162,OTHER,BLACK,True,4573,LARGE,GM,6025,4,64628,1703,Covers
6163,OTHER,SILVER,False,9210,SPECIALTY,CHRYSLER,9625,3,72350,1389,Covers
6164,OTHER,WHITE,False,7087,VAN,GM,6325,2,88305,2282,Covers
6165,OTHER,BLACK,False,7644,LARGE,GM,8225,2,66900,1703,Covers
6166,OTHER,BLUE,False,9398,LARGE,GM,7825,1,63414,1703,Covers
6167,OTHER,SILVER,False,9459,SPECIALTY,CHRYSLER,9225,3,77620,1389,Covers
6168,OTHER,RED,False,9287,LARGE TRUCK,FORD,8225,3,75167,803,Alloy
6169,OTHER,BLUE,False,1958,VAN,GM,3285,7,81011,5392,Covers
6170,OTHER,GREY,True,0,LARGE TRUCK,GM,9525,4,68508,1118,unkwnWheel
6171,OTHER,BLACK,True,5216,MEDIUM,GM,6025,4,65264,923,Covers
6172,OTHER,GREY,False,10920,SPECIALTY,CHRYSLER,9225,2,79804,1389,Covers
6173,OTHER,SILVER,True,3903,VAN,FORD,3585,5,93537,1774,Covers
6174,OTHER,RED,False,5784,MEDIUM,GM,7225,4,51231,837,Alloy
6175,OTHER,SILVER,False,7269,LARGE,GM,8025,2,58908,1500,Covers
6176,OTHER,WHITE,False,8133,LARGE,GM,7025,1,97045,2351,Covers
6177,OTHER,BLACK,False,8798,LARGE,FORD,6325,2,95429,1774,Alloy
6178,OTHER,SILVER,False,5913,MEDIUM,CHRYSLER,5110,3,72516,1389,Covers
6179,OTHER,BEIGE,False,3264,MEDIUM,GM,4110,6,86848,2712,Alloy
6180,OTHER,BLUE,True,1826,MEDIUM,GM,3300,7,80149,1933,unkwnWheel
6181,OTHER,SILVER,False,7150,LARGE,GM,7225,3,61467,1703,Alloy
6182,OTHER,WHITE,False,3979,LARGE TRUCK,CHRYSLER,5205,6,72361,869,Alloy
6183,OTHER,BLACK,False,6916,LARGE,GM,6825,3,83232,2152,Covers
6184,OTHER,BLACK,False,3649,MEDIUM,FORD,5500,4,48194,693,Covers
6185,OTHER,SILVER,False,6858,LARGE,GM,7225,3,74331,1974,Covers
6186,OTHER,BLACK,True,7437,LARGE,OTHER,6475,4,71215,1272,Alloy
6187,OTHER,GOLD,False,2685,MEDIUM,GM,3255,7,90351,2651,Covers
6188,OTHER,BLUE,False,2460,MEDIUM,CHRYSLER,3950,8,82487,1803,Alloy
6189,OTHER,GOLD,True,3688,MEDIUM,FORD,4200,4,85821,983,Alloy
6190,OTHER,WHITE,False,9259,SPECIALTY,CHRYSLER,10125,3,69789,1215,Alloy
6191,OTHER,BLUE,False,5958,VAN,FORD,5225,3,88900,1633,Alloy
6192,OTHER,SILVER,False,7192,VAN,CHRYSLER,5325,3,86355,1763,Covers
6193,OTHER,GREY,False,9181,SMALL SUV,CHRYSLER,7525,3,88159,983,Alloy
6194,OTHER,MAROON,False,11174,MEDIUM SUV,GM,8635,3,79705,1974,Alloy
6195,OTHER,WHITE,True,3403,MEDIUM,OTHER,4195,6,72896,869,Covers
6196,OTHER,SILVER,False,6843,MEDIUM,GM,5955,3,78747,1038,Covers
6197,OTHER,BLUE,False,8178,VAN,GM,5455,4,94061,2495,Covers
6198,OTHER,SILVER,True,8468,MEDIUM,CHRYSLER,7575,2,65169,825,Covers
6199,OTHER,BLUE,False,0,VAN,GM,7275,2,71055,2091,Covers
6200,OTHER,GOLD,False,5040,LARGE,GM,7595,4,62366,1703,Alloy
6201,OTHER,GREY,False,2767,MEDIUM,OTHER,4305,5,61924,533,Covers
6202,OTHER,GREY,False,3697,MEDIUM,GM,5455,5,78175,803,Alloy
6203,OTHER,BEIGE,True,5543,MEDIUM,OTHER,8230,5,65482,1118,unkwnWheel
6204,OTHER,BLACK,False,10840,MEDIUM SUV,GM,10685,3,74311,1974,Alloy
6205,OTHER,GREEN,False,3400,MEDIUM,GM,4155,6,89205,1153,Alloy
6206,OTHER,SILVER,False,2606,COMPACT,GM,3655,5,95276,1341,Covers
6207,OTHER,RED,False,5336,COMPACT,GM,5955,3,70721,803,Alloy
6208,OTHER,BLUE,True,5827,MEDIUM,GM,5855,3,83362,853,Covers
6209,OTHER,BLUE,False,7090,MEDIUM,CHRYSLER,7875,2,43711,693,Covers
6210,OTHER,SILVER,False,8358,LARGE,GM,6725,2,92408,2351,Covers
6211,OTHER,WHITE,False,2643,MEDIUM,FORD,4695,6,64114,1125,Alloy
6212,OTHER,SILVER,False,2468,MEDIUM,CHRYSLER,3955,5,91907,1630,Covers
6213,OTHER,WHITE,False,2711,MEDIUM,CHRYSLER,4055,5,79431,1155,Covers
6214,OTHER,GREEN,False,9041,LARGE,FORD,7755,2,75783,1506,Alloy
6215,OTHER,BLUE,False,7255,MEDIUM,CHRYSLER,7075,2,70441,920,Covers
6216,OTHER,BLUE,False,7620,VAN,GM,7555,2,74199,2091,Covers
6217,OTHER,SILVER,True,3722,MEDIUM,OTHER,4565,4,80801,594,Special
6218,OTHER,SILVER,False,5933,MEDIUM,CHRYSLER,6575,3,40562,975,Covers
6219,OTHER,GOLD,False,8922,LARGE SUV,GM,11335,6,89116,1763,Alloy
6220,OTHER,WHITE,False,5667,MEDIUM,OTHER,5865,3,30103,462,Covers
6221,OTHER,WHITE,False,2554,MEDIUM,GM,4465,7,89413,2712,Alloy
6222,OTHER,BLUE,False,4791,MEDIUM,OTHER,5865,5,92767,620,Alloy
6223,OTHER,SILVER,False,2938,COMPACT,GM,4065,5,87134,1243,Covers
6224,OTHER,SILVER,False,6758,SPORTS,OTHER,8325,5,54627,505,Alloy
6225,OTHER,SILVER,False,2811,VAN,CHRYSLER,4665,7,90812,2218,Alloy
6226,OTHER,MAROON,False,6059,MEDIUM,OTHER,7825,4,67510,728,Alloy
6227,OTHER,GREY,False,5405,MEDIUM,OTHER,7725,5,86060,723,Covers
6228,OTHER,GREEN,False,3033,MEDIUM,GM,4010,7,92393,2651,Covers
6229,OTHER,BLACK,False,3029,MEDIUM SUV,GM,5865,7,66815,1711,Alloy
6230,OTHER,SILVER,False,6424,LARGE,GM,5865,4,98523,2351,Covers
6231,OTHER,GOLD,False,3620,MEDIUM,OTHER,5565,4,42001,482,Covers
6232,OTHER,GREEN,False,5760,MEDIUM,OTHER,7775,5,82995,723,Alloy
6233,OTHER,SILVER,False,11367,LARGE TRUCK,GM,9940,5,92375,1485,Alloy
6234,OTHER,GREY,False,10871,LARGE TRUCK,OTHER,9685,4,70321,686,Alloy
6235,OTHER,WHITE,False,2699,MEDIUM,GM,4120,6,84726,1243,Covers
6236,OTHER,SILVER,False,4717,MEDIUM,GM,6330,4,57740,671,Covers
6237,OTHER,SILVER,True,2984,MEDIUM,CHRYSLER,3110,7,98851,1930,unkwnWheel
6238,OTHER,BLUE,False,9238,SPECIALTY,CHRYSLER,9385,3,81813,1503,Covers
6239,OTHER,SILVER,False,3658,MEDIUM,CHRYSLER,5165,5,73623,1155,Alloy
6240,OTHER,GREY,False,5691,MEDIUM,OTHER,8475,4,59321,588,Covers
6241,OTHER,BLUE,False,3176,COMPACT,OTHER,4965,4,76676,569,Covers
6242,OTHER,BLUE,False,4912,VAN,CHRYSLER,6175,4,82849,1763,Covers
6243,OTHER,SILVER,False,6034,LARGE,GM,7275,4,78876,1974,Alloy
6244,OTHER,GOLD,False,2545,MEDIUM,CHRYSLER,4265,6,84302,1243,Alloy
6245,OTHER,RED,False,3229,MEDIUM SUV,GM,6175,6,70898,1623,Alloy
6246,OTHER,WHITE,True,3155,COMPACT,CHRYSLER,5420,5,68874,630,Alloy
6247,OTHER,BROWN,False,4184,MEDIUM SUV,OTHER,5920,6,98140,620,Alloy
6248,OTHER,GREEN,False,2671,MEDIUM,FORD,5620,5,89142,983,Alloy
6249,OTHER,GREY,False,5924,MEDIUM,OTHER,7330,6,95972,620,Covers
6250,OTHER,BLACK,False,4580,COMPACT,GM,4865,4,44871,623,Covers
6251,OTHER,GOLD,False,5642,MEDIUM,GM,5965,5,94053,1485,Alloy
6252,OTHER,BLACK,False,2297,MEDIUM,OTHER,4165,6,75158,803,Covers
6253,OTHER,GREY,False,7211,SPORTS,OTHER,8030,4,45393,482,Alloy
6254,OTHER,BLUE,True,9391,MEDIUM,OTHER,9440,3,57068,505,Covers
6255,OTHER,GREY,False,10005,MEDIUM SUV,GM,8575,3,90264,2351,Alloy
6256,OTHER,RED,False,4254,COMPACT,GM,5865,5,88060,853,Alloy
6257,OTHER,SILVER,True,7604,CROSSOVER,OTHER,6675,3,68533,728,unkwnWheel
6258,OTHER,BLUE,True,4543,COMPACT,GM,5420,4,41534,623,unkwnWheel
6259,MANHEIM,BEIGE,False,4482,LARGE,GM,6055,5,74894,1974,Alloy
6260,MANHEIM,GREY,False,2896,MEDIUM,FORD,4775,5,70792,920,Alloy
6261,MANHEIM,BLUE,False,11097,MEDIUM,CHRYSLER,8205,1,73451,1272,Alloy
6262,MANHEIM,SILVER,False,7937,LARGE,GM,8235,2,77747,1974,Covers
6263,MANHEIM,WHITE,False,4289,MEDIUM,GM,4340,6,75409,1806,Alloy
6264,MANHEIM,GREY,False,6931,MEDIUM,CHRYSLER,6520,2,87787,1243,Covers
6265,MANHEIM,SILVER,True,4402,MEDIUM,CHRYSLER,5890,3,67051,1020,Covers
6266,MANHEIM,BLACK,False,5427,MEDIUM,CHRYSLER,6290,3,71404,1389,Covers
6267,MANHEIM,GOLD,False,4434,MEDIUM,GM,4275,5,66717,1898,Covers
6268,MANHEIM,SILVER,False,6276,MEDIUM SUV,GM,7970,5,73140,1155,Alloy
6269,MANHEIM,SILVER,False,7534,LARGE,GM,6490,3,79327,1974,Covers
6270,MANHEIM,BLUE,False,2191,MEDIUM,CHRYSLER,4240,6,70916,1455,Alloy
6271,MANHEIM,MAROON,False,9055,VAN,GM,6790,3,89875,2282,Covers
6272,MANHEIM,BLUE,False,7610,VAN,CHRYSLER,6855,3,80262,1763,Covers
6273,MANHEIM,BLUE,False,6804,VAN,GM,6090,4,94480,2495,Alloy
6274,MANHEIM,WHITE,False,8103,SPECIALTY,CHRYSLER,7605,3,76584,1389,Covers
6275,MANHEIM,SILVER,False,10292,LARGE,GM,7735,1,69661,1703,Covers
6276,MANHEIM,GOLD,True,3104,MEDIUM,CHRYSLER,3640,6,76440,1689,Covers
6277,MANHEIM,GREY,False,6368,LARGE,GM,7470,4,86846,2412,Alloy
6278,MANHEIM,WHITE,True,7261,LARGE SUV,GM,9105,6,83528,2063,Alloy
6279,MANHEIM,WHITE,False,7108,SPECIALTY,CHRYSLER,7655,3,65480,1215,Covers
6280,MANHEIM,SILVER,False,8117,CROSSOVER,CHRYSLER,6740,3,74122,1389,Alloy
6281,MANHEIM,BLUE,False,5387,MEDIUM,OTHER,6155,3,57146,505,Covers
6282,MANHEIM,GREY,False,6518,LARGE,GM,6590,3,80977,2152,Alloy
6283,MANHEIM,SILVER,False,4858,MEDIUM,CHRYSLER,6355,3,53785,920,Alloy
6284,MANHEIM,BLACK,False,9670,SPECIALTY,CHRYSLER,10045,2,63516,1215,Covers
6285,MANHEIM,BLUE,True,12635,LARGE SUV,CHRYSLER,9735,3,74016,1857,Alloy
6286,MANHEIM,WHITE,True,7794,MEDIUM SUV,GM,9315,5,80886,2152,Alloy
6287,MANHEIM,BLUE,False,2214,COMPACT,GM,4040,5,72958,1155,Alloy
6288,MANHEIM,WHITE,False,6839,LARGE,GM,6755,3,80498,2152,Alloy
6289,MANHEIM,SILVER,False,5527,MEDIUM,CHRYSLER,5725,2,57359,1086,Alloy
6290,MANHEIM,BLUE,False,6451,VAN,GM,7535,3,64190,1801,Covers
6291,MANHEIM,BLACK,False,7183,MEDIUM,OTHER,9815,4,59780,505,Covers
6292,MANHEIM,WHITE,False,7277,SPECIALTY,CHRYSLER,9105,3,48047,975,Covers
6293,MANHEIM,WHITE,False,7108,SPECIALTY,CHRYSLER,8605,3,55822,1086,Covers
6294,MANHEIM,BLUE,False,7012,MEDIUM,GM,6225,3,67452,1118,Covers
6295,MANHEIM,WHITE,False,3571,LARGE,GM,6555,7,53537,1966,Alloy
6296,MANHEIM,WHITE,False,6801,LARGE,GM,6955,2,88954,2152,Covers
6297,MANHEIM,BLUE,False,2643,MEDIUM,FORD,3940,6,71548,1220,Alloy
6298,MANHEIM,BLACK,False,2929,COMPACT,GM,4175,5,63213,728,Covers
6299,MANHEIM,GOLD,False,2855,MEDIUM,GM,4240,6,81326,1243,Covers
6300,MANHEIM,SILVER,False,10750,MEDIUM SUV,CHRYSLER,9945,2,81894,723,Alloy
6301,MANHEIM,GREY,False,7476,MEDIUM,CHRYSLER,6820,3,78892,1272,Covers
6302,MANHEIM,SILVER,True,4405,MEDIUM,OTHER,5555,4,69485,728,Alloy
6303,MANHEIM,SILVER,False,4796,MEDIUM,OTHER,7240,5,64874,533,Covers
