,Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
40,ADESA,SILVER,False,5664,COMPACT,FORD,5100,3,76898,1155,Covers
41,ADESA,WHITE,False,5301,MEDIUM,GM,7400,5,44437,482,Alloy
42,ADESA,WHITE,False,7857,LARGE,GM,7750,3,76365,1974,Alloy
43,ADESA,GOLD,False,4134,MEDIUM SUV,OTHER,5100,7,97902,1065,Alloy
44,ADESA,WHITE,False,10095,SPECIALTY,CHRYSLER,9600,3,40909,975,Covers
45,ADESA,SILVER,False,2908,COMPACT,FORD,4200,8,86341,1543,Alloy
46,ADESA,SILVER,False,13609,MEDIUM,FORD,8600,2,72090,1272,Alloy
47,ADESA,GREEN,False,3670,MEDIUM,GM,3900,6,107810,1290,Covers
48,ADESA,BLUE,False,7612,MEDIUM SUV,CHRYSLER,9750,5,66708,1118,Alloy
49,ADESA,BLUE,False,3298,VAN,FORD,5050,5,71585,1506,Covers
50,ADESA,MAROON,False,5587,MEDIUM SUV,GM,7350,7,84963,1543,Alloy
51,ADESA,SILVER,False,11215,SPECIALTY,CHRYSLER,9585,2,50610,1086,Covers
52,ADESA,GOLD,False,6185,MEDIUM,GM,6685,3,62212,1118,Covers
53,ADESA,RED,False,7191,SMALL SUV,FORD,8195,4,68820,825,Alloy
54,ADESA,GREEN,True,5554,MEDIUM SUV,GM,5775,6,88176,2452,unkwnWheel
55,ADESA,SILVER,True,2685,MEDIUM,CHRYSLER,4365,7,75513,1689,Covers
56,ADESA,SILVER,False,1734,COMPACT,GM,2830,7,74134,1455,Covers
57,ADESA,SILVER,True,4739,MEDIUM,CHRYSLER,6295,3,60059,1020,Covers
58,ADESA,BLUE,False,5882,MEDIUM,GM,5875,3,73383,803,Covers
59,ADESA,WHITE,True,7054,LARGE SUV,FORD,10665,6,69407,1515,unkwnWheel
60,ADESA,SILVER,False,2319,MEDIUM,FORD,4280,8,44717,993,Alloy
61,ADESA,BLACK,True,6276,LARGE SUV,GM,9335,6,91830,2218,unkwnWheel
62,ADESA,WHITE,True,2782,VAN,FORD,3100,6,92877,2506,unkwnWheel
63,ADESA,BLACK,True,9725,MEDIUM,OTHER,6985,2,72668,803,Covers
64,ADESA,SILVER,True,5958,COMPACT,OTHER,6075,2,75611,920,unkwnWheel
65,ADESA,BLUE,False,5414,MEDIUM,CHRYSLER,4980,4,86182,1503,Covers
66,ADESA,WHITE,False,5057,MEDIUM,CHRYSLER,5690,4,51023,920,Covers
67,ADESA,BLACK,False,4201,MEDIUM,GM,4790,6,81025,853,Covers
68,ADESA,RED,False,3906,COMPACT,GM,6200,5,65630,728,Covers
69,ADESA,GREEN,False,7967,MEDIUM,OTHER,10125,6,83703,594,Alloy
70,ADESA,GREY,False,3909,VAN,FORD,4790,6,74990,1506,Covers
71,ADESA,GOLD,False,5137,MEDIUM,OTHER,7210,4,68373,728,Covers
72,ADESA,SILVER,False,7348,MEDIUM,OTHER,8730,5,61538,533,Covers
73,ADESA,RED,False,5355,COMPACT,OTHER,4990,4,80135,594,Covers
74,ADESA,GREY,False,6965,MEDIUM,CHRYSLER,7210,3,60403,825,Alloy
75,ADESA,SILVER,True,9002,LARGE,OTHER,10110,5,81495,1243,unkwnWheel
76,ADESA,BLUE,False,3673,SPORTS,FORD,7210,8,34858,882,Alloy
77,ADESA,SILVER,False,2403,MEDIUM,CHRYSLER,4140,8,74734,1689,Covers
78,ADESA,SILVER,True,1708,COMPACT,GM,2925,9,74145,1923,Covers
79,ADESA,SILVER,False,3745,MEDIUM,OTHER,6270,9,79419,869,Covers
80,ADESA,BLACK,True,5859,MEDIUM SUV,GM,8190,7,71671,2274,unkwnWheel
81,ADESA,GREY,False,7592,MEDIUM,CHRYSLER,7960,2,61996,1020,Covers
82,ADESA,BLUE,False,7862,MEDIUM,OTHER,8530,2,62801,728,Covers
83,ADESA,SILVER,False,4874,MEDIUM,FORD,5400,3,83667,983,Covers
84,ADESA,BROWN,False,5081,COMPACT,OTHER,5850,4,40307,482,Covers
85,ADESA,BLUE,False,5284,VAN,CHRYSLER,5750,5,86702,1763,Alloy
86,ADESA,SILVER,False,8440,LARGE,GM,8450,3,70819,1974,Covers
87,ADESA,GREY,False,5477,MEDIUM SUV,GM,6560,6,83241,2152,Alloy
88,ADESA,BLUE,False,3532,VAN,GM,5540,5,84788,5092,Alloy
89,ADESA,BEIGE,False,7700,MEDIUM SUV,CHRYSLER,8570,6,87192,1763,Alloy
90,ADESA,BLACK,False,6523,LARGE,GM,7360,5,68414,1703,Alloy
91,ADESA,GREY,False,5385,MEDIUM SUV,FORD,8730,6,73953,1740,Alloy
92,ADESA,BLUE,False,4297,MEDIUM,CHRYSLER,3565,4,103035,1450,Alloy
93,ADESA,BLUE,False,6217,COMPACT,GM,5890,3,49060,623,Alloy
94,ADESA,SILVER,False,4743,LARGE,GM,7315,4,65954,1703,Alloy
95,ADESA,BLUE,False,4407,MEDIUM,GM,7315,4,31845,702,Covers
96,ADESA,RED,False,6518,LARGE,GM,7515,3,73498,1974,Alloy
97,ADESA,SILVER,False,8172,SPECIALTY,CHRYSLER,8725,3,55135,1086,Alloy
98,ADESA,BLUE,False,8790,VAN,CHRYSLER,7515,3,83465,1763,Alloy
99,ADESA,SILVER,False,9205,LARGE,FORD,7515,2,85909,1633,Alloy
100,ADESA,BEIGE,False,5475,MEDIUM,OTHER,7915,5,76269,686,Alloy
101,ADESA,WHITE,False,10250,SPECIALTY,CHRYSLER,9825,3,71367,1389,Alloy
102,ADESA,WHITE,False,2578,COMPACT,GM,3090,6,84329,1543,Covers
103,ADESA,RED,False,7937,MEDIUM,CHRYSLER,6795,2,52656,754,Covers
104,ADESA,SILVER,False,6171,SMALL SUV,OTHER,6315,4,73643,920,Alloy
105,ADESA,SILVER,True,2884,MEDIUM,GM,4435,5,71669,1155,unkwnWheel
106,ADESA,WHITE,False,10723,LARGE,GM,7715,2,82456,2152,Alloy
107,ADESA,RED,False,10048,MEDIUM,OTHER,10730,2,69137,533,Covers
108,ADESA,BLUE,False,10342,SPECIALTY,CHRYSLER,9535,1,62888,1215,Covers
109,ADESA,BLUE,False,6417,MEDIUM,OTHER,6525,2,47866,482,Covers
110,ADESA,SILVER,True,5153,SMALL TRUCK,CHRYSLER,4200,8,75719,1806,Alloy
111,ADESA,GOLD,False,3544,MEDIUM,CHRYSLER,4715,6,57694,1086,Covers
112,ADESA,BLUE,False,3458,VAN,FORD,5220,6,80098,1633,Covers
113,ADESA,WHITE,False,4840,MEDIUM,GM,5920,6,80811,1373,Alloy
114,ADESA,WHITE,False,10016,MEDIUM,FORD,8005,3,62006,1118,Alloy
115,ADESA,RED,False,3133,COMPACT,CHRYSLER,3505,5,87274,723,Alloy
116,ADESA,WHITE,False,10119,SPECIALTY,CHRYSLER,7525,4,78724,1389,Covers
117,ADESA,WHITE,False,5418,MEDIUM,GM,5520,4,82541,853,Covers
118,ADESA,GREEN,False,5016,MEDIUM,CHRYSLER,5720,4,72383,1155,Alloy
119,ADESA,RED,False,2156,MEDIUM,OTHER,4315,6,65957,533,Alloy
120,ADESA,SILVER,True,4751,LARGE,GM,5690,5,89196,2152,Covers
121,ADESA,GREY,False,7448,SMALL SUV,CHRYSLER,8335,5,69795,825,Alloy
122,ADESA,GREY,False,5948,MEDIUM,OTHER,7525,5,84150,723,Alloy
123,ADESA,BLACK,False,7145,MEDIUM,CHRYSLER,7925,3,60644,1020,Alloy
124,ADESA,RED,False,4687,MEDIUM,OTHER,6225,4,54350,505,Covers
125,ADESA,BLUE,False,10425,SPECIALTY,OTHER,9225,3,59702,1003,Alloy
126,ADESA,BLUE,False,7412,SMALL SUV,OTHER,7335,4,82231,983,Alloy
127,ADESA,BLUE,False,5776,MEDIUM,GM,6935,4,67860,1118,Alloy
128,ADESA,GREY,False,7717,MEDIUM,CHRYSLER,8505,2,78545,1155,Covers
129,ADESA,SILVER,False,3939,VAN,CHRYSLER,5165,5,96374,1918,Alloy
130,ADESA,SILVER,False,3418,MEDIUM,GM,4465,8,80355,2712,Special
131,ADESA,BLACK,False,8307,MEDIUM SUV,GM,8155,4,88391,1243,Alloy
132,ADESA,SILVER,False,4154,MEDIUM,CHRYSLER,4410,5,61523,1215,Covers
133,ADESA,WHITE,False,5343,MEDIUM,CHRYSLER,5110,4,65420,1215,Covers
134,ADESA,GOLD,False,4597,MEDIUM,CHRYSLER,4100,4,104726,1450,Alloy
135,ADESA,SILVER,False,3405,LARGE,GM,5235,9,70411,2508,Alloy
136,ADESA,GREY,True,1761,MEDIUM,CHRYSLER,3265,8,84579,1543,unkwnWheel
137,ADESA,RED,True,6882,SPORTS,OTHER,7125,4,61508,923,unkwnWheel
138,ADESA,GOLD,False,2973,MEDIUM,FORD,4210,6,103219,1130,Alloy
139,ADESA,WHITE,True,2841,MEDIUM,GM,4265,7,95048,2651,Covers
140,ADESA,GOLD,False,5588,LARGE TRUCK,FORD,6090,5,84645,594,Alloy
141,ADESA,BEIGE,False,3581,MEDIUM,CHRYSLER,4965,6,87237,1503,Covers
142,ADESA,SILVER,False,7639,MEDIUM,GM,7805,3,70704,1038,Alloy
143,ADESA,BLACK,False,3554,MEDIUM,OTHER,6990,7,73728,1572,Alloy
144,ADESA,SILVER,False,4385,COMPACT,OTHER,5690,3,59609,505,Covers
145,ADESA,GREEN,False,7346,MEDIUM SUV,GM,7835,3,52811,1251,Alloy
146,ADESA,GREY,False,8020,LARGE,GM,8105,2,79812,1974,Covers
147,ADESA,BEIGE,False,8448,LARGE,GM,7190,2,90196,2351,Covers
148,ADESA,GREY,False,7780,MEDIUM,CHRYSLER,8635,2,55957,920,Covers
149,ADESA,BLUE,False,9839,VAN,CHRYSLER,8235,2,90294,1918,Covers
150,ADESA,BLUE,False,9602,VAN,CHRYSLER,8665,2,88717,1763,Alloy
151,ADESA,BLUE,False,4883,COMPACT,OTHER,4685,3,22500,462,Covers
152,ADESA,SILVER,False,5565,MEDIUM,OTHER,4910,2,41789,482,Covers
153,ADESA,GOLD,False,6868,SMALL SUV,CHRYSLER,7435,5,73767,686,Alloy
154,ADESA,RED,False,4584,SMALL SUV,CHRYSLER,7135,7,66489,930,Alloy
155,ADESA,WHITE,False,3907,MEDIUM,GM,4010,5,81705,1243,Alloy
156,ADESA,GREY,False,10332,MEDIUM SUV,OTHER,8550,2,39808,762,Alloy
157,ADESA,GREY,True,3910,MEDIUM,CHRYSLER,5335,5,58669,1086,Covers
158,ADESA,GREY,False,5276,MEDIUM SUV,CHRYSLER,8750,4,71529,1857,Alloy
159,ADESA,MAROON,False,6709,MEDIUM,GM,5510,3,81710,1373,Alloy
160,ADESA,SILVER,False,4573,LARGE,GM,6110,4,69019,1703,Covers
161,ADESA,MAROON,False,7101,LARGE TRUCK,FORD,9150,5,76764,803,Alloy
162,ADESA,GREY,False,6198,MEDIUM SUV,GM,8750,5,59260,920,Alloy
163,ADESA,ORANGE,True,5878,MEDIUM,GM,6540,3,66976,728,Alloy
164,ADESA,BLUE,False,5890,MEDIUM,OTHER,5115,2,55660,505,Covers
165,ADESA,BLUE,False,6467,SMALL SUV,FORD,7875,5,88279,1503,Alloy
166,ADESA,BLACK,False,6412,MEDIUM,GM,7050,3,68637,533,Alloy
167,ADESA,BLUE,True,2742,LARGE,GM,4150,9,93662,2939,Alloy
168,ADESA,SILVER,True,7331,LARGE,GM,7430,3,72335,1974,Alloy
169,ADESA,SILVER,False,10194,MEDIUM,CHRYSLER,8815,1,52308,920,Covers
170,ADESA,GREY,False,3117,VAN,GM,5350,6,81150,5092,Alloy
171,ADESA,SILVER,False,12568,LARGE TRUCK,OTHER,9450,3,93095,765,Alloy
172,ADESA,BLUE,True,3012,MEDIUM,CHRYSLER,5150,7,80013,1803,Covers
173,ADESA,WHITE,False,2653,VAN,FORD,4150,7,105082,2711,Alloy
174,ADESA,RED,False,4781,COMPACT,GM,5460,3,67558,728,Covers
175,ADESA,WHITE,False,4880,LARGE,FORD,5560,7,83694,894,Alloy
176,ADESA,GOLD,False,3905,LARGE,GM,4975,6,94361,2351,Alloy
177,ADESA,SILVER,False,7004,MEDIUM SUV,GM,7650,5,78096,1506,Alloy
178,ADESA,SILVER,False,5172,MEDIUM,FORD,5250,3,89308,983,Covers
179,ADESA,GREY,False,6957,MEDIUM SUV,CHRYSLER,10320,5,74188,1623,Alloy
180,ADESA,BLUE,False,10092,LARGE,GM,7570,1,78188,1974,Alloy
181,ADESA,GREY,False,8604,MEDIUM,GM,7125,2,60264,923,Covers
182,ADESA,GREY,False,8358,LARGE,GM,6875,3,84959,2152,Covers
183,ADESA,SILVER,True,4102,LARGE,GM,5025,5,82635,2152,Covers
184,ADESA,BLUE,False,7380,VAN,CHRYSLER,6095,4,79285,1623,Alloy
185,ADESA,BLACK,False,2889,COMPACT,FORD,4180,7,88953,1543,Covers
186,ADESA,BLACK,False,7128,LARGE,GM,7350,4,56924,1500,Covers
187,ADESA,RED,False,11394,MEDIUM,FORD,7750,3,80374,853,Alloy
188,ADESA,BLUE,False,3347,MEDIUM,GM,5795,6,82434,1113,Covers
189,ADESA,GREY,False,4774,COMPACT,OTHER,5115,7,70810,1689,Covers
190,ADESA,MAROON,False,7801,LARGE,GM,7550,2,85876,2152,Covers
191,ADESA,GREY,False,9566,MEDIUM,GM,8660,2,77984,1038,Covers
192,ADESA,BLUE,False,6261,LARGE,GM,7740,3,66147,1703,Alloy
193,ADESA,GOLD,False,4768,MEDIUM SUV,OTHER,5220,6,81341,1023,Alloy
194,ADESA,SILVER,False,6340,COMPACT,OTHER,6360,3,31859,462,Covers
195,ADESA,SILVER,False,5671,SPORTS,FORD,5520,5,70962,803,Alloy
196,ADESA,BLUE,False,8135,MEDIUM SUV,OTHER,7230,4,62934,630,Alloy
197,ADESA,RED,False,2799,SMALL SUV,OTHER,4510,8,69016,1125,Alloy
198,ADESA,WHITE,False,4100,VAN,FORD,4710,4,70144,1506,Covers
199,ADESA,SILVER,False,4585,SMALL SUV,FORD,6230,7,88148,1803,Alloy
200,ADESA,RED,False,3278,VAN,FORD,4200,7,97482,2506,Alloy
201,ADESA,GREEN,False,8575,LARGE SUV,FORD,9655,6,74185,1338,Alloy
202,ADESA,GREEN,True,3115,VAN,FORD,3940,7,89476,2322,unkwnWheel
203,ADESA,SILVER,False,2354,MEDIUM,OTHER,5735,7,75383,1103,Alloy
204,ADESA,BLUE,True,4661,MEDIUM,OTHER,5535,7,90067,1065,unkwnWheel
205,ADESA,BEIGE,True,6003,VAN,GM,7445,5,69642,1801,unkwnWheel
206,ADESA,WHITE,False,4778,COMPACT,OTHER,4225,3,61158,825,Covers
207,ADESA,RED,False,2399,MEDIUM,GM,5635,9,34154,1481,Alloy
208,ADESA,RED,False,5371,MEDIUM,OTHER,7145,6,87442,594,Alloy
209,ADESA,SILVER,True,3619,SPORTS,FORD,5735,8,79604,1103,unkwnWheel
210,ADESA,GOLD,False,2822,MEDIUM,OTHER,5155,7,61015,1028,Alloy
211,ADESA,RED,False,6687,SMALL TRUCK,GM,7375,6,81385,853,Alloy
212,ADESA,RED,False,8528,MEDIUM SUV,CHRYSLER,8045,6,92019,1918,Alloy
213,ADESA,WHITE,False,4632,LARGE TRUCK,CHRYSLER,7545,6,88401,983,Alloy
214,ADESA,RED,False,4065,MEDIUM SUV,GM,8755,8,47903,1134,Alloy
215,ADESA,RED,False,4504,COMPACT,GM,6345,4,48421,623,Covers
216,ADESA,GOLD,True,3604,VAN,CHRYSLER,4825,5,69675,1411,unkwnWheel
217,ADESA,GOLD,False,2707,MEDIUM,OTHER,3925,7,81385,894,Covers
218,ADESA,WHITE,False,3359,LARGE,GM,5535,9,74570,2274,Alloy
219,ADESA,GOLD,False,4308,MEDIUM,GM,6000,6,64617,1118,Alloy
220,ADESA,RED,False,2850,COMPACT,OTHER,4725,8,42193,923,Alloy
221,ADESA,SILVER,False,7130,MEDIUM SUV,GM,8175,4,75271,1389,Alloy
222,ADESA,SILVER,False,8419,LARGE,GM,8500,5,56051,1169,Alloy
223,ADESA,WHITE,False,5755,MEDIUM,GM,5700,4,82520,1373,Alloy
224,ADESA,GREY,False,5529,LARGE,GM,7000,5,70088,1974,Alloy
225,ADESA,GREY,False,2802,COMPACT,FORD,4200,7,59853,1220,Alloy
226,ADESA,WHITE,False,4173,VAN,FORD,4400,5,89572,1633,Covers
227,ADESA,GOLD,False,5288,MEDIUM,CHRYSLER,5100,5,77467,1389,Covers
228,ADESA,WHITE,False,7282,COMPACT,OTHER,5100,4,53952,754,Covers
229,ADESA,GREY,False,5026,MEDIUM SUV,CHRYSLER,6700,6,55140,1386,Alloy
230,ADESA,WHITE,True,6487,MEDIUM,GM,5300,3,72539,1038,Covers
231,ADESA,SILVER,False,6875,CROSSOVER,CHRYSLER,8235,4,62292,1215,Alloy
232,ADESA,GREY,False,8725,LARGE,GM,6100,4,76747,1974,Covers
233,ADESA,SILVER,False,4649,MEDIUM,OTHER,5500,4,32629,462,Covers
234,ADESA,NOT AVAIL,False,3934,MEDIUM,OTHER,4100,7,80006,894,Covers
235,ADESA,GOLD,False,3123,VAN,CHRYSLER,6000,7,63373,1711,Covers
236,ADESA,SILVER,False,4039,MEDIUM,GM,6100,5,57979,837,Covers
237,ADESA,SILVER,True,3554,VAN,CHRYSLER,5000,4,52314,1251,unkwnWheel
238,ADESA,GREEN,False,4423,MEDIUM,GM,4800,5,85833,853,Covers
239,ADESA,WHITE,False,5725,VAN,CHRYSLER,6400,4,69906,1411,Covers
240,ADESA,GREY,False,0,MEDIUM SUV,CHRYSLER,8500,3,81983,1503,Alloy
241,ADESA,GREEN,False,3024,MEDIUM,FORD,4700,5,87785,983,Alloy
242,ADESA,WHITE,True,2506,MEDIUM,CHRYSLER,5300,5,57286,920,Covers
243,ADESA,SILVER,False,4690,MEDIUM,CHRYSLER,5500,3,60081,1020,Alloy
244,ADESA,WHITE,False,2896,VAN,CHRYSLER,4100,7,98433,2218,Covers
245,ADESA,SILVER,False,6058,MEDIUM SUV,CHRYSLER,8500,5,75781,1389,Covers
246,ADESA,SILVER,False,5296,MEDIUM,GM,6500,3,57106,671,Covers
247,ADESA,SILVER,False,5173,COMPACT,OTHER,4200,2,80247,594,Covers
248,ADESA,WHITE,False,3240,VAN,FORD,4100,6,83071,2322,Covers
249,ADESA,BEIGE,False,1976,COMPACT,GM,3600,6,63108,1320,Covers
250,ADESA,WHITE,False,6114,SMALL SUV,CHRYSLER,6200,5,85021,983,Alloy
251,ADESA,GREEN,False,6329,MEDIUM,GM,7000,3,58196,1003,Alloy
252,ADESA,BLUE,False,8005,MEDIUM,CHRYSLER,7000,2,53536,920,Covers
253,ADESA,RED,False,6885,MEDIUM SUV,OTHER,7700,4,74910,686,Alloy
254,ADESA,BLUE,False,2903,MEDIUM,OTHER,5200,5,60334,533,Covers
255,ADESA,BLUE,False,2638,MEDIUM,OTHER,5500,4,32110,462,Covers
256,ADESA,BLUE,False,4801,MEDIUM SUV,FORD,5600,5,81423,1243,Alloy
257,ADESA,GREY,False,7219,MEDIUM SUV,GM,8100,4,83157,1243,Alloy
258,ADESA,BLUE,False,4017,MEDIUM,OTHER,5600,4,44065,482,Covers
259,ADESA,SILVER,False,6625,MEDIUM SUV,CHRYSLER,9100,4,76376,1389,Alloy
260,ADESA,BLUE,False,5096,COMPACT,FORD,4900,3,57638,920,Alloy
261,ADESA,GOLD,False,3688,MEDIUM,FORD,4100,4,96983,1053,Alloy
262,ADESA,MAROON,False,3589,MEDIUM,GM,4750,5,60733,728,Covers
263,ADESA,BLUE,False,6591,VAN,GM,5900,3,94094,2495,Covers
264,ADESA,WHITE,False,6504,MEDIUM,CHRYSLER,6600,3,58039,754,Covers
265,ADESA,SILVER,False,2390,LARGE,CHRYSLER,4900,8,84853,2193,Alloy
266,ADESA,SILVER,False,8438,LARGE,GM,7700,3,77150,1974,Alloy
267,ADESA,SILVER,False,0,MEDIUM SUV,CHRYSLER,6600,6,82522,1503,Covers
268,ADESA,GREY,False,5770,LARGE,FORD,7800,5,66838,1313,Alloy
269,ADESA,WHITE,False,5768,SPECIALTY,CHRYSLER,8600,5,80254,1503,Covers
270,ADESA,GREY,False,8954,MEDIUM,FORD,8100,3,73407,803,Alloy
271,ADESA,GREY,False,4907,LARGE,GM,6300,5,76322,1974,Covers
272,ADESA,SILVER,False,5384,MEDIUM SUV,GM,6300,6,94588,1341,Alloy
273,ADESA,BLACK,False,7654,MEDIUM,CHRYSLER,8000,2,66348,1020,Covers
274,ADESA,GOLD,True,6288,VAN,GM,7900,5,62394,1801,Alloy
275,ADESA,BLACK,False,6424,LARGE,GM,7650,4,65135,1703,Covers
276,ADESA,SILVER,False,5114,SPORTS,FORD,5700,6,87947,853,Alloy
277,ADESA,WHITE,False,3162,MEDIUM,CHRYSLER,4600,5,86983,1243,Alloy
278,ADESA,GREY,False,9681,SPECIALTY,CHRYSLER,8600,5,80439,1503,Alloy
279,ADESA,BLACK,False,4271,LARGE,GM,6505,5,73261,1974,Covers
280,ADESA,BLUE,False,6976,LARGE,FORD,7245,3,77289,1506,Alloy
281,ADESA,WHITE,False,9259,SPECIALTY,CHRYSLER,10365,3,58803,1086,Covers
282,ADESA,SILVER,False,5033,VAN,CHRYSLER,5450,4,77753,1623,Covers
283,ADESA,SILVER,False,3483,MEDIUM,GM,5200,6,66161,1028,Covers
284,ADESA,WHITE,False,3779,LARGE TRUCK,GM,5625,7,74555,1455,Covers
285,ADESA,GREY,True,11412,CROSSOVER,FORD,8280,2,76301,1506,unkwnWheel
286,ADESA,SILVER,False,9259,SPECIALTY,CHRYSLER,8150,3,77449,1389,Covers
287,ADESA,MAROON,False,9259,SPECIALTY,CHRYSLER,10300,3,56808,1086,Covers
288,ADESA,BLACK,False,4880,VAN,CHRYSLER,6465,4,81221,1763,Covers
289,ADESA,GREY,False,9020,MEDIUM SUV,GM,8025,3,84948,1243,Alloy
290,ADESA,SILVER,False,4206,LARGE,GM,6565,5,65027,1703,Alloy
291,ADESA,BLACK,False,6455,LARGE,GM,7025,3,85392,2152,Covers
292,ADESA,MAROON,True,5163,SMALL SUV,CHRYSLER,7025,6,71137,1220,Alloy
293,ADESA,BLACK,False,4012,LARGE,GM,6215,5,77739,1974,Alloy
294,ADESA,RED,False,12853,MEDIUM SUV,CHRYSLER,8340,2,71792,920,Alloy
295,ADESA,GOLD,False,4335,MEDIUM,OTHER,6015,3,70722,803,Covers
296,ADESA,BLUE,False,6071,CROSSOVER,CHRYSLER,8435,5,64508,1215,unkwnWheel
297,ADESA,BROWN,False,6928,LARGE,GM,7725,3,66369,1703,unkwnWheel
298,ADESA,WHITE,False,4836,COMPACT,GM,5725,3,77077,803,Covers
299,ADESA,BLUE,False,8807,MEDIUM,GM,8045,2,62719,923,Alloy
300,ADESA,BLUE,False,7255,MEDIUM,CHRYSLER,6785,2,50330,754,Covers
301,ADESA,GREEN,False,4572,MEDIUM,CHRYSLER,4870,3,84977,1373,Alloy
302,ADESA,BLUE,False,7744,VAN,CHRYSLER,7315,2,88689,1763,Covers
303,ADESA,BLUE,False,7734,MEDIUM,CHRYSLER,6405,3,84785,983,Covers
304,ADESA,BLUE,False,8313,LARGE,GM,7385,3,61847,1703,Alloy
305,ADESA,GREY,False,8671,MEDIUM SUV,OTHER,7585,4,57163,1334,Alloy
306,ADESA,GREY,False,6186,MEDIUM,GM,7245,4,83750,853,Alloy
307,ADESA,GREY,False,6087,VAN,FORD,6075,4,74909,1506,Covers
308,ADESA,BLACK,False,7834,SMALL SUV,CHRYSLER,7485,5,70501,920,Alloy
309,ADESA,RED,False,3664,LARGE,GM,5700,6,55947,1500,Covers
310,ADESA,RED,False,4345,MEDIUM,CHRYSLER,5470,5,82233,1503,Alloy
311,ADESA,GOLD,False,5072,MEDIUM,GM,6885,5,88193,1373,Alloy
312,ADESA,GREY,False,11557,MEDIUM SUV,CHRYSLER,10915,4,79895,1623,Alloy
313,ADESA,WHITE,False,8882,LARGE,GM,8425,2,73011,1974,Alloy
